tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
320,AmazonHelp,False,2025-05-11,"I understand the concern - I'm unable to view full card details here, but I've escalated this to our account security team who will investigate the charge on #727255918 and contact you directly. ^MT",,319
292,AmazonHelp,False,2025-07-21,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #528853029. ^AG,,291
489,cust_45227,True,2025-02-10,What's the warranty on the headphones?,490,
15,cust_83385,True,2025-07-14,can you tell me where my package #349817734 is? tracking hasn't moved since Tuesday,16,
396,AmazonHelp,False,2025-05-24,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,395
371,cust_81058,True,2025-01-26,"I think my account was hacked, orders I didn't place are showing up ??",372,
319,cust_62034,True,2025-08-15,"Charged for order #727255918 but I cancelled it, why do I still see the charge",320,
438,AmazonHelp,False,2025-03-25,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,437
195,cust_57428,True,2025-02-23,Can I cancel order #488690725? Haven't shipped yet I think URGENT,196,
125,cust_21846,True,2025-07-13,"Package #454794895 says delivered but I never got it, checked with neighbors too smh",126,
372,AmazonHelp,False,2025-01-12,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,371
105,cust_10150,True,2025-09-24,"My order #331191390 arrived completely damaged, the laptop stand is broken in the box ??",106,
287,cust_95755,True,2025-08-19,"I was charged twice for order #698020238, need one of these reversed ASAP 😡",288,
234,AmazonHelp,False,2025-01-17,"Sent a fresh return label for #849621470 to your email, this one's valid for 30 days. ^MT",,233
332,AmazonHelp,False,2025-09-25,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #103484630 still shows as charged after 3 days, let us know. ^KP",,331
114,AmazonHelp,False,2025-05-23,"That's not okay, I apologize. I've located order #751325257 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,113
49,cust_38906,True,2025-08-17,Is order #629908599 lost? tracking page hasn't refreshed in 7 days ??,50,
486,AmazonHelp,False,2025-07-17,"Great question - the running shoes comes with a standard 1-year warranty, details are on the product page. ^KP",,485
166,AmazonHelp,False,2025-07-23,"That's not okay, I apologize. I've located order #584779555 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,165
155,cust_94518,True,2025-06-11,"The backpack I ordered (#335809993) showed up smashed, box was crushed this is ridiculous",156,
518,AmazonHelp,False,2025-07-21,Glad you're loving it! Thanks for the kind words. ^AG,,517
521,cust_61773,True,2025-08-10,Does the phone case come in other colors? URGENT,522,
270,AmazonHelp,False,2025-09-11,"I see the refund for #916690353 was processed on our end 12 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,269
165,cust_14082,True,2025-01-25,"Got the wrong item for order #584779555 - ordered a office chair, got something else entirely 😡",166,
519,cust_18450,True,2025-04-24,General question - do you guys price match other retailers?,520,
381,cust_95182,True,2025-01-12,"I think my account was hacked, orders I didn't place are showing up",382,
69,cust_33834,True,2025-08-16,"Order #360916298 still says 'preparing for shipment' after 12 days, what's going on 😡",70,
350,AmazonHelp,False,2025-01-14,"I understand the concern - I'm unable to view full card details here, but I've escalated this to our account security team who will investigate the charge on #601463916 and contact you directly. ^MT",,349
51,cust_26728,True,2025-09-10,"Hey AmazonHelp, when will order #315984311 actually ship? no updates on my end",52,
407,cust_36326,True,2025-08-20,My email got changed on the account without me doing it smh,408,
144,AmazonHelp,False,2025-02-14,"That's not okay, I apologize. I've located order #860038427 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,143
160,AmazonHelp,False,2025-03-14,"So sorry to hear that! For a damaged phone case on order #596348124, we can send a free replacement or full refund right away - which would you prefer? ^KP",,159
156,AmazonHelp,False,2025-07-18,"So sorry to hear that! For a damaged backpack on order #335809993, we can send a free replacement or full refund right away - which would you prefer? ^KP",,155
173,cust_21188,True,2025-02-23,"The laptop stand I ordered (#966267851) showed up smashed, box was crushed 😡",174,
478,AmazonHelp,False,2025-02-17,"Color availability varies by seller, best to check the listing's variant options directly. ^MT",,477
191,cust_40161,True,2025-09-27,Requested a refund for #896233790 12 days ago and still haven't seen the money back thanks,192,
511,cust_37215,True,2025-08-19,What's the warranty on the blender?,512,
515,cust_63004,True,2025-08-27,What's the warranty on the monitor?,516,
411,cust_37479,True,2025-08-19,My email got changed on the account without me doing it 😡,412,
413,cust_65460,True,2025-07-12,"Can't log in, it says my account is suspended, no idea why smh",414,
426,AmazonHelp,False,2025-02-15,"For login issues, try requesting the reset from a private/incognito window first - if it still doesn't arrive, I'm escalating to our access team now. ^KP",,425
337,cust_69873,True,2025-01-27,"I was charged twice for order #434702822, need one of these reversed ASAP",338,
408,AmazonHelp,False,2025-03-22,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,407
206,AmazonHelp,False,2025-09-22,No problem! I've started a return for the phone case on order #366186631 - prepaid label is on its way to your email. Refund posts once it's scanned at drop-off. ^MT,,205
74,AmazonHelp,False,2025-04-22,"I checked order #330035022 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,73
207,cust_52143,True,2025-08-26,"I want to return the board game from order #610330567, it's not what I expected URGENT",208,
306,AmazonHelp,False,2025-09-21,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #876693898 still shows as charged after 3 days, let us know. ^KP",,305
390,AmazonHelp,False,2025-01-13,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,389
20,AmazonHelp,False,2025-04-22,"Hi there, sorry for the wait! I've checked order #645119047 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,19
387,cust_49226,True,2025-03-28,"I think my account was hacked, orders I didn't place are showing up thanks",388,
249,cust_20345,True,2025-07-15,Can I cancel order #833953718? Haven't shipped yet I think,250,
197,cust_39041,True,2025-06-15,"I want to return the board game from order #709194872, it's not what I expected smh",198,
380,AmazonHelp,False,2025-06-22,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,379
211,cust_92691,True,2025-06-12,"Refund for order #269820594 was approved but never hit my card, it's been 5 days URGENT",212,
354,AmazonHelp,False,2025-09-25,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #200140141. ^AG,,353
502,AmazonHelp,False,2025-09-21,"Great question - the backpack comes with a standard 1-year warranty, details are on the product page. ^KP",,501
147,cust_58689,True,2025-02-17,"The laptop stand I ordered (#922308461) showed up smashed, box was crushed thanks",148,
358,AmazonHelp,False,2025-03-22,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #387484583 still shows as charged after 3 days, let us know. ^KP",,357
362,AmazonHelp,False,2025-04-16,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,361
55,cust_80702,True,2025-01-21,"Hey AmazonHelp, when will order #739830322 actually ship? no updates on my end",56,
427,cust_70562,True,2025-04-22,My email got changed on the account without me doing it this is ridiculous,428,
291,cust_25572,True,2025-03-13,"Charged for order #528853029 but I cancelled it, why do I still see the charge URGENT",292,
317,cust_17754,True,2025-02-28,"There's a charge on my card I don't recognize, possibly related to order #936043811?? this looks like fraud this is ridiculous",318,
77,cust_51359,True,2025-02-27,"Order #884374109 still says 'preparing for shipment' after 5 days, what's going on",78,
213,cust_96980,True,2025-03-21,Can I cancel order #678998028? Haven't shipped yet I think this is ridiculous,214,
58,AmazonHelp,False,2025-02-28,"Hi there, sorry for the wait! I've checked order #765055833 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,57
345,cust_40102,True,2025-04-24,"Charged for order #219540831 but I cancelled it, why do I still see the charge ??",346,
346,AmazonHelp,False,2025-06-14,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #219540831 still shows as charged after 3 days, let us know. ^KP",,345
301,cust_24404,True,2025-04-10,"Charged for order #336456621 but I cancelled it, why do I still see the charge pls help",302,
7,cust_24029,True,2025-09-14,"Hi, my order #278575192 hasn't shipped yet and it's been 10 days. Any update? smh",8,
235,cust_12154,True,2025-09-28,"I want to return the water bottle from order #120912992, it's not what I expected 😡",236,
267,cust_63665,True,2025-02-14,Can I cancel order #881913386? Haven't shipped yet I think 😡,268,
142,AmazonHelp,False,2025-09-21,"That's not okay, I apologize. I've located order #304451095 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,141
167,cust_29442,True,2025-02-14,"Order #519212169 marked delivered 7 days ago in Portland but nothing here, this is the second time",168,
283,cust_30932,True,2025-06-28,"Someone used my account to place order #199585092, I never authorized this purchase pls help",284,
384,AmazonHelp,False,2025-02-26,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,383
285,cust_21802,True,2025-07-26,"Charged for order #825003955 but I cancelled it, why do I still see the charge smh",286,
347,cust_12050,True,2025-04-16,"I was charged twice for order #678722458, need one of these reversed ASAP URGENT",348,
523,cust_14541,True,2025-04-19,What's the warranty on the laptop stand? 😡,524,
491,cust_57202,True,2025-01-25,General question - do you guys price match other retailers? 😡,492,
475,cust_88644,True,2025-05-10,What's the warranty on the laptop stand? pls help,476,
133,cust_49599,True,2025-04-22,"Order #885879795 marked delivered 10 days ago in Phoenix but nothing here, this is the second time smh",134,
439,cust_28388,True,2025-03-20,"I think my account was hacked, orders I didn't place are showing up",440,
330,AmazonHelp,False,2025-02-19,"I can see the duplicate charge on #800235246 - I've flagged it for our billing team, the extra charge will be reversed within 3-5 business days. ^KP",,329
104,AmazonHelp,False,2025-01-24,"That's not okay, I apologize. I've located order #369953851 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,103
430,AmazonHelp,False,2025-01-16,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,429
338,AmazonHelp,False,2025-08-19,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #434702822 still shows as charged after 3 days, let us know. ^KP",,337
217,cust_73736,True,2025-04-17,Requested a refund for #566825638 5 days ago and still haven't seen the money back this is ridiculous,218,
22,AmazonHelp,False,2025-02-18,"I checked order #602564736 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,21
65,cust_78386,True,2025-05-27,"Hey AmazonHelp, when will order #748245888 actually ship? no updates on my end",66,
99,cust_98117,True,2025-05-28,"Got the wrong item for order #193349856 - ordered a phone case, got something else entirely",100,
109,cust_30758,True,2025-05-27,"My order #184564737 arrived completely damaged, the keyboard is broken in the box URGENT",110,
479,cust_27299,True,2025-07-28,General question - do you guys price match other retailers? this is ridiculous,480,
89,cust_37235,True,2025-04-18,"Hi, my order #430190783 hasn't shipped yet and it's been 10 days. Any update?",90,
230,AmazonHelp,False,2025-01-20,Order #193349856 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,229
62,AmazonHelp,False,2025-05-13,Thanks for flagging this. Order #193349856 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,61
76,AmazonHelp,False,2025-06-21,Thanks for flagging this. Order #943026227 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,75
318,AmazonHelp,False,2025-04-27,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #936043811. ^AG,,317
464,AmazonHelp,False,2025-05-12,Glad you're loving it! Thanks for the kind words. ^AG,,463
265,cust_85009,True,2025-06-24,Requested a refund for #924970419 3 days ago and still haven't seen the money back,266,
409,cust_46739,True,2025-07-21,"Two-factor code never comes through, been trying for 12 minutes pls help",410,
258,AmazonHelp,False,2025-06-22,Order #134126396 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,257
455,cust_92288,True,2025-07-22,Is the bluetooth speaker compatible with older models? URGENT,456,
203,cust_67961,True,2025-05-18,Can I cancel order #575808013? Haven't shipped yet I think 😡,204,
41,cust_72216,True,2025-08-18,"Hey AmazonHelp, when will order #881913386 actually ship? no updates on my end 😡",42,
154,AmazonHelp,False,2025-01-21,"That's not okay, I apologize. I've located order #120912992 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,153
492,AmazonHelp,False,2025-03-21,Glad you're loving it! Thanks for the kind words. ^AG,,491
121,cust_12011,True,2025-03-23,"Order #584779555 marked delivered 5 days ago in Austin but nothing here, this is the second time ??",122,
294,AmazonHelp,False,2025-08-26,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #830448745 still shows as charged after 3 days, let us know. ^KP",,293
513,cust_52964,True,2025-03-12,What's the warranty on the phone case? pls help,514,
275,cust_94076,True,2025-05-16,"My promo code didn't apply on order #115846122, got charged full price",276,
480,AmazonHelp,False,2025-07-21,Glad you're loving it! Thanks for the kind words. ^AG,,479
268,AmazonHelp,False,2025-06-12,"Sent a fresh return label for #881913386 to your email, this one's valid for 30 days. ^MT",,267
481,cust_44365,True,2025-04-11,Does the water bottle come in other colors? URGENT,482,
436,AmazonHelp,False,2025-04-19,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,435
504,AmazonHelp,False,2025-09-17,Glad you're loving it! Thanks for the kind words. ^AG,,503
117,cust_34727,True,2025-04-28,"Got the wrong item for order #840739735 - ordered a laptop stand, got something else entirely 😡",118,
527,cust_75849,True,2025-06-22,Is the bluetooth speaker compatible with older models? this is ridiculous,528,
477,cust_41370,True,2025-08-22,Is the board game compatible with older models?,478,
278,AmazonHelp,False,2025-08-12,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #500957212. ^AG,,277
177,cust_73201,True,2025-04-13,"Got the wrong item for order #823019672 - ordered a running shoes, got something else entirely pls help",178,
343,cust_80419,True,2025-07-26,"Someone used my account to place order #918150683, I never authorized this purchase this is ridiculous",344,
44,AmazonHelp,False,2025-06-20,Thanks for flagging this. Order #533550699 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,43
394,AmazonHelp,False,2025-02-12,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,393
342,AmazonHelp,False,2025-07-24,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #969119330 still shows as charged after 3 days, let us know. ^KP",,341
422,AmazonHelp,False,2025-07-12,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,421
78,AmazonHelp,False,2025-03-16,"Hi there, sorry for the wait! I've checked order #884374109 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,77
32,AmazonHelp,False,2025-08-24,"Hi there, sorry for the wait! I've checked order #355555531 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,31
289,cust_16705,True,2025-09-16,"My promo code didn't apply on order #384027113, got charged full price this is ridiculous",290,
138,AmazonHelp,False,2025-04-16,"Ugh, that's frustrating. For the wrong item on order #519212169, I've started a free return label and a replacement order for the correct bluetooth speaker is going out today. ^AG",,137
461,cust_16345,True,2025-01-13,"Just wanted to say the laptop stand I got is great, fast shipping too! this is ridiculous",462,
368,AmazonHelp,False,2025-07-19,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,367
239,cust_15706,True,2025-07-21,"Return label for #107721109 expired before I could print it, can you resend thanks",240,
226,AmazonHelp,False,2025-02-26,"I see the refund for #584779555 was processed on our end 7 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,225
135,cust_96275,True,2025-07-18,"Got the wrong item for order #438715135 - ordered a coffee maker, got something else entirely smh",136,
23,cust_51114,True,2025-07-26,"Hi, my order #324956459 hasn't shipped yet and it's been 5 days. Any update? thanks",24,
497,cust_16019,True,2025-07-12,Does the phone case come in other colors? pls help,498,
96,AmazonHelp,False,2025-02-24,"So sorry to hear that! For a damaged water bottle on order #933223566, we can send a free replacement or full refund right away - which would you prefer? ^KP",,95
419,cust_85397,True,2025-04-24,My email got changed on the account without me doing it ??,420,
196,AmazonHelp,False,2025-02-17,"I see the refund for #488690725 was processed on our end 7 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,195
190,AmazonHelp,False,2025-06-13,"I see the refund for #835098955 was processed on our end 10 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,189
95,cust_50319,True,2025-05-24,"Package #933223566 says delivered but I never got it, checked with neighbors too",96,
199,cust_94599,True,2025-03-17,Requested a refund for #297018781 10 days ago and still haven't seen the money back this is ridiculous,200,
279,cust_89516,True,2025-03-20,"Charged for order #384759615 but I cancelled it, why do I still see the charge 😡",280,
329,cust_63138,True,2025-09-19,"I was charged twice for order #800235246, need one of these reversed ASAP 😡",330,
47,cust_12560,True,2025-07-25,"Hey AmazonHelp, when will order #277303722 actually ship? no updates on my end URGENT",48,
417,cust_98797,True,2025-07-20,My email got changed on the account without me doing it URGENT,418,
399,cust_60493,True,2025-01-19,"Locked out of my account, password reset email never arrives URGENT",400,
251,cust_65851,True,2025-03-24,Can I cancel order #168212356? Haven't shipped yet I think 😡,252,
242,AmazonHelp,False,2025-06-27,No problem! I've started a return for the bluetooth speaker on order #465260635 - prepaid label is on its way to your email. Refund posts once it's scanned at drop-off. ^MT,,241
204,AmazonHelp,False,2025-01-21,"I see the refund for #575808013 was processed on our end 10 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,203
158,AmazonHelp,False,2025-03-28,"Ugh, that's frustrating. For the wrong item on order #176667861, I've started a free return label and a replacement order for the correct phone case is going out today. ^AG",,157
60,AmazonHelp,False,2025-02-28,"Hi there, sorry for the wait! I've checked order #335809993 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,59
243,cust_18270,True,2025-08-11,"Refund for order #830448745 was approved but never hit my card, it's been 12 days",244,
42,AmazonHelp,False,2025-04-18,"I checked order #881913386 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,41
150,AmazonHelp,False,2025-02-14,"So sorry to hear that! For a damaged keyboard on order #366992705, we can send a free replacement or full refund right away - which would you prefer? ^KP",,149
327,cust_44995,True,2025-06-19,"My promo code didn't apply on order #679064766, got charged full price pls help",328,
447,cust_55688,True,2025-02-24,"I think my account was hacked, orders I didn't place are showing up",448,
469,cust_23425,True,2025-02-20,"Just wanted to say the blender I got is great, fast shipping too!",470,
14,AmazonHelp,False,2025-05-21,Thanks for flagging this. Order #941889393 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,13
412,AmazonHelp,False,2025-02-23,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,411
103,cust_47777,True,2025-07-27,"Package #369953851 says delivered but I never got it, checked with neighbors too thanks",104,
468,AmazonHelp,False,2025-02-23,"Great question - the office chair comes with a standard 1-year warranty, details are on the product page. ^KP",,467
308,AmazonHelp,False,2025-04-19,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #530613729 still shows as charged after 3 days, let us know. ^KP",,307
321,cust_94058,True,2025-09-26,"I was charged twice for order #395310485, need one of these reversed ASAP smh",322,
416,AmazonHelp,False,2025-02-17,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,415
535,cust_38679,True,2025-01-26,Does the running shoes come in other colors?,536,
45,cust_18418,True,2025-07-23,can you tell me where my package #133729406 is? tracking hasn't moved since Tuesday,46,
219,cust_91006,True,2025-03-22,"Return label for #271432881 expired before I could print it, can you resend this is ridiculous",220,
524,AmazonHelp,False,2025-08-23,"Color availability varies by seller, best to check the listing's variant options directly. ^MT",,523
185,cust_73656,True,2025-08-23,"I want to return the blender from order #185675980, it's not what I expected 😡",186,
428,AmazonHelp,False,2025-03-15,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,427
79,cust_23176,True,2025-04-19,Is order #698020238 lost? tracking page hasn't refreshed in 7 days URGENT,80,
252,AmazonHelp,False,2025-06-24,Order #168212356 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,251
282,AmazonHelp,False,2025-04-14,"I can see the duplicate charge on #501486939 - I've flagged it for our billing team, the extra charge will be reversed within 3-5 business days. ^KP",,281
293,cust_15100,True,2025-03-20,"There's a charge on my card I don't recognize, possibly related to order #830448745?? this looks like fraud ??",294,
202,AmazonHelp,False,2025-08-28,No problem! I've started a return for the office chair on order #636045484 - prepaid label is on its way to your email. Refund posts once it's scanned at drop-off. ^MT,,201
26,AmazonHelp,False,2025-07-12,"Hi there, sorry for the wait! I've checked order #537077308 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,25
50,AmazonHelp,False,2025-05-23,"I checked order #629908599 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,49
122,AmazonHelp,False,2025-03-12,"So sorry to hear that! For a damaged board game on order #584779555, we can send a free replacement or full refund right away - which would you prefer? ^KP",,121
153,cust_90694,True,2025-07-18,"Package #120912992 says delivered but I never got it, checked with neighbors too",154,
516,AmazonHelp,False,2025-09-17,"Color availability varies by seller, best to check the listing's variant options directly. ^MT",,515
339,cust_65534,True,2025-06-12,"I was charged twice for order #721890096, need one of these reversed ASAP URGENT",340,
495,cust_64559,True,2025-06-18,Does the keyboard come in other colors? pls help,496,
277,cust_99783,True,2025-07-19,"My promo code didn't apply on order #500957212, got charged full price 😡",278,
500,AmazonHelp,False,2025-08-21,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,499
370,AmazonHelp,False,2025-08-25,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,369
284,AmazonHelp,False,2025-06-16,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #199585092 still shows as charged after 3 days, let us know. ^KP",,283
357,cust_64592,True,2025-09-26,"There's a charge on my card I don't recognize, possibly related to order #387484583?? this looks like fraud",358,
210,AmazonHelp,False,2025-09-15,"I see the refund for #916690353 was processed on our end 5 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,209
98,AmazonHelp,False,2025-06-18,"Ugh, that's frustrating. For the wrong item on order #384759615, I've started a free return label and a replacement order for the correct running shoes is going out today. ^AG",,97
106,AmazonHelp,False,2025-07-11,"That's not okay, I apologize. I've located order #331191390 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,105
170,AmazonHelp,False,2025-02-27,"Ugh, that's frustrating. For the wrong item on order #355555531, I've started a free return label and a replacement order for the correct desk lamp is going out today. ^AG",,169
470,AmazonHelp,False,2025-06-19,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,469
28,AmazonHelp,False,2025-07-20,"I checked order #353810544 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,27
81,cust_17146,True,2025-09-19,Is order #324956459 lost? tracking page hasn't refreshed in 2 days smh,82,
223,cust_84766,True,2025-08-24,"Refund for order #134467368 was approved but never hit my card, it's been 3 days this is ridiculous",224,
311,cust_20358,True,2025-06-24,"My promo code didn't apply on order #313579170, got charged full price smh",312,
85,cust_83772,True,2025-05-12,Is order #732719211 lost? tracking page hasn't refreshed in 7 days,86,
335,cust_78202,True,2025-08-13,"Someone used my account to place order #355555531, I never authorized this purchase",336,
221,cust_98652,True,2025-04-24,Requested a refund for #819595113 12 days ago and still haven't seen the money back,222,
16,AmazonHelp,False,2025-04-15,"I checked order #349817734 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,15
361,cust_53642,True,2025-05-10,My email got changed on the account without me doing it 😡,362,
248,AmazonHelp,False,2025-07-20,Order #726563708 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,247
528,AmazonHelp,False,2025-05-15,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,527
305,cust_70249,True,2025-09-20,"Someone used my account to place order #876693898, I never authorized this purchase this is ridiculous",306,
174,AmazonHelp,False,2025-02-21,"So sorry to hear that! For a damaged laptop stand on order #966267851, we can send a free replacement or full refund right away - which would you prefer? ^KP",,173
48,AmazonHelp,False,2025-01-21,Thanks for flagging this. Order #277303722 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,47
281,cust_26059,True,2025-05-24,"Someone used my account to place order #501486939, I never authorized this purchase this is ridiculous",282,
39,cust_70901,True,2025-09-27,Is order #406284028 lost? tracking page hasn't refreshed in 7 days,40,
375,cust_79758,True,2025-09-23,My email got changed on the account without me doing it 😡,376,
83,cust_34164,True,2025-01-18,"Order #485451171 still says 'preparing for shipment' after 2 days, what's going on 😡",84,
471,cust_89995,True,2025-03-24,"Just wanted to say the coffee maker I got is great, fast shipping too! ??",472,
88,AmazonHelp,False,2025-05-28,"I checked order #678998028 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,87
176,AmazonHelp,False,2025-01-19,"Ugh, that's frustrating. For the wrong item on order #990566476, I've started a free return label and a replacement order for the correct monitor is going out today. ^AG",,175
458,AmazonHelp,False,2025-01-12,"Color availability varies by seller, best to check the listing's variant options directly. ^MT",,457
54,AmazonHelp,False,2025-04-24,"Hi there, sorry for the wait! I've checked order #713152854 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,53
134,AmazonHelp,False,2025-08-13,"Ugh, that's frustrating. For the wrong item on order #885879795, I've started a free return label and a replacement order for the correct laptop stand is going out today. ^AG",,133
510,AmazonHelp,False,2025-02-14,"Color availability varies by seller, best to check the listing's variant options directly. ^MT",,509
11,cust_66057,True,2025-09-10,"Order #746412689 still says 'preparing for shipment' after 5 days, what's going on 😡",12,
151,cust_27781,True,2025-07-24,"My order #128492780 arrived completely damaged, the headphones is broken in the box pls help",152,
18,AmazonHelp,False,2025-03-13,"I checked order #481469012 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,17
434,AmazonHelp,False,2025-06-24,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,433
410,AmazonHelp,False,2025-02-28,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,409
38,AmazonHelp,False,2025-04-15,Thanks for flagging this. Order #781802744 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,37
232,AmazonHelp,False,2025-08-10,"I see the refund for #507943839 was processed on our end 12 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,231
84,AmazonHelp,False,2025-08-13,Thanks for flagging this. Order #485451171 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,83
